,Chr,Dominance,MutationType
3247,2,recessive,synonymous
3248,4,recessive,frameshift
3249,15,dominant,nonsense
3250,2,dominant,frameshift
3251,10,dominant,missense
3252,10,recessive,synonymous
3253,17,recessive,silent
3254,16,recessive,silent
3255,8,dominant,synonymous
3256,6,recessive,frameshift
3257,12,dominant,synonymous
3258,10,recessive,frameshift
3259,17,dominant,frameshift
3260,4,dominant,nonsense
3261,12,recessive,frameshift
3262,15,dominant,nonsense
3263,14,dominant,synonymous
3264,7,recessive,frameshift
3265,17,recessive,synonymous
3266,15,dominant,nonsense
3267,2,recessive,missense
3268,20,dominant,synonymous
3269,2,recessive,frameshift
3270,11,recessive,synonymous
3271,19,recessive,silent
3272,21,recessive,nonsense
3273,5,recessive,synonymous
3274,15,dominant,synonymous
3275,2,recessive,silent
3276,8,dominant,missense
3277,3,dominant,synonymous
3278,4,recessive,synonymous
3279,14,recessive,silent
3280,9,dominant,synonymous
3281,7,recessive,frameshift
3282,4,recessive,missense
3283,14,dominant,silent
3284,2,dominant,silent
3285,17,dominant,silent
3286,21,dominant,frameshift
3287,20,dominant,nonsense
3288,17,dominant,silent
3289,16,dominant,frameshift
3290,19,dominant,nonsense
3291,10,dominant,missense
3292,21,recessive,frameshift
3293,15,recessive,synonymous
3294,4,recessive,missense
3295,1,dominant,missense
3296,12,recessive,missense
3297,7,recessive,missense
3298,4,dominant,synonymous
3299,4,recessive,frameshift
3300,5,dominant,synonymous
3301,2,recessive,synonymous
3302,4,recessive,nonsense
3303,2,dominant,synonymous
3304,17,recessive,frameshift
3305,8,dominant,silent
3306,4,recessive,frameshift
3307,15,dominant,nonsense
3308,6,recessive,synonymous
3309,9,dominant,missense
3310,16,dominant,synonymous
3311,1,recessive,frameshift
3312,22,recessive,nonsense
3313,20,dominant,silent
3314,3,dominant,frameshift
3315,17,dominant,nonsense
3316,18,recessive,frameshift
3317,10,dominant,missense
3318,11,dominant,frameshift
3319,1,recessive,frameshift
3320,9,recessive,synonymous
3321,3,dominant,frameshift
3322,16,dominant,synonymous
3323,11,dominant,synonymous
3324,9,dominant,silent
3325,5,dominant,silent
3326,20,dominant,silent
3327,13,dominant,silent
3328,5,recessive,synonymous
3329,22,dominant,silent
3330,5,recessive,nonsense
3331,5,recessive,synonymous
3332,2,recessive,silent
3333,4,recessive,missense
3334,21,recessive,frameshift
3335,21,recessive,silent
3336,11,recessive,frameshift
3337,18,dominant,nonsense
3338,9,dominant,nonsense
3339,16,recessive,nonsense
3340,18,dominant,silent
3341,17,recessive,silent
3342,8,dominant,nonsense
3343,11,dominant,frameshift
3344,21,recessive,missense
3345,12,dominant,nonsense
3346,16,recessive,nonsense
3347,1,dominant,missense
3348,14,recessive,nonsense
3349,19,dominant,frameshift
3350,11,recessive,frameshift
3351,7,recessive,synonymous
3352,8,dominant,frameshift
3353,2,dominant,silent
3354,5,recessive,silent
3355,17,dominant,silent
3356,17,dominant,missense
3357,17,recessive,frameshift
3358,11,dominant,silent
3359,7,recessive,synonymous
3360,11,dominant,silent
3361,20,dominant,frameshift
3362,12,dominant,silent
3363,18,recessive,silent
3364,21,recessive,silent
3365,19,dominant,silent
3366,21,dominant,synonymous
3367,21,recessive,synonymous
3368,1,recessive,nonsense
3369,9,recessive,silent
3370,5,recessive,nonsense
3371,19,dominant,silent
3372,1,dominant,frameshift
3373,17,recessive,missense
3374,1,dominant,nonsense
3375,19,recessive,nonsense
3376,21,dominant,silent
3377,10,dominant,synonymous
3378,5,dominant,missense
3379,13,recessive,synonymous
3380,18,recessive,silent
3381,3,recessive,nonsense
3382,19,dominant,synonymous
3383,11,dominant,synonymous
3384,11,recessive,missense
3385,14,dominant,nonsense
3386,19,recessive,silent
3387,10,dominant,silent
3388,19,recessive,nonsense
3389,20,dominant,frameshift
3390,1,recessive,missense
3391,19,recessive,nonsense
3392,17,dominant,missense
3393,6,dominant,synonymous
3394,11,recessive,missense
3395,15,dominant,missense
3396,10,recessive,synonymous
3397,8,recessive,synonymous
3398,8,recessive,synonymous
3399,17,dominant,frameshift
3400,21,recessive,frameshift
3401,19,recessive,nonsense
3402,22,dominant,missense
3403,2,recessive,frameshift
3404,8,dominant,frameshift
3405,15,dominant,nonsense
3406,13,dominant,frameshift
3407,2,dominant,missense
3408,18,dominant,missense
3409,10,recessive,missense
3410,15,dominant,synonymous
3411,17,recessive,nonsense
3412,15,dominant,silent
3413,1,dominant,missense
3414,12,dominant,synonymous
3415,4,recessive,missense
3416,14,dominant,synonymous
3417,19,dominant,nonsense
3418,5,dominant,frameshift
3419,12,recessive,synonymous
3420,11,dominant,frameshift
3421,3,recessive,nonsense
3422,16,dominant,silent
3423,8,dominant,synonymous
3424,3,recessive,nonsense
3425,7,dominant,nonsense
3426,20,dominant,silent
3427,19,dominant,missense
3428,2,recessive,missense
3429,9,recessive,missense
3430,12,recessive,nonsense
3431,17,recessive,nonsense
3432,11,recessive,nonsense
3433,7,recessive,missense
3434,9,dominant,missense
3435,17,dominant,frameshift
3436,15,dominant,nonsense
3437,6,dominant,silent
3438,14,dominant,synonymous
3439,9,dominant,silent
3440,7,dominant,synonymous
3441,7,recessive,nonsense
3442,3,dominant,missense
3443,3,recessive,synonymous
3444,4,dominant,synonymous
3445,22,recessive,nonsense
3446,3,dominant,synonymous
3447,7,dominant,nonsense
3448,7,recessive,missense
3449,4,dominant,missense
3450,2,recessive,nonsense
3451,19,dominant,synonymous
3452,6,dominant,frameshift
3453,14,dominant,missense
3454,12,dominant,synonymous
3455,14,recessive,frameshift
3456,17,dominant,missense
3457,9,recessive,nonsense
3458,7,recessive,silent
3459,4,recessive,synonymous
3460,9,recessive,silent
3461,1,recessive,missense
3462,15,dominant,synonymous
3463,3,dominant,silent
3464,8,recessive,frameshift
3465,15,recessive,frameshift
3466,21,recessive,synonymous
3467,3,recessive,synonymous
3468,18,dominant,synonymous
3469,12,dominant,missense
3470,7,dominant,nonsense
3471,13,recessive,silent
3472,22,recessive,nonsense
3473,13,recessive,synonymous
3474,8,recessive,nonsense
3475,5,recessive,frameshift
3476,11,recessive,nonsense
3477,12,recessive,nonsense
3478,9,recessive,frameshift
3479,4,recessive,nonsense
3480,15,recessive,silent
3481,14,dominant,silent
3482,16,recessive,missense
3483,9,recessive,silent
3484,6,recessive,synonymous
3485,9,recessive,synonymous
3486,14,dominant,silent
3487,2,recessive,nonsense
3488,21,dominant,missense
3489,5,dominant,synonymous
3490,21,recessive,silent
3491,20,dominant,silent
3492,16,recessive,frameshift
3493,5,recessive,silent
3494,14,recessive,missense
3495,4,recessive,nonsense
3496,2,recessive,silent
3497,7,dominant,missense
3498,11,dominant,silent
3499,1,dominant,nonsense
3500,5,dominant,synonymous
3501,14,dominant,missense
3502,5,dominant,nonsense
3503,8,recessive,frameshift
3504,11,dominant,frameshift
3505,12,recessive,frameshift
3506,2,dominant,missense
3507,5,recessive,frameshift
3508,4,dominant,missense
3509,4,recessive,nonsense
3510,13,dominant,nonsense
3511,16,dominant,frameshift
3512,20,dominant,silent
3513,17,recessive,nonsense
3514,8,dominant,nonsense
3515,3,recessive,nonsense
3516,17,dominant,frameshift
3517,19,dominant,silent
3518,7,dominant,nonsense
3519,12,dominant,nonsense
3520,11,dominant,missense
3521,8,dominant,nonsense
3522,13,dominant,missense
3523,11,recessive,synonymous
3524,20,recessive,silent
3525,20,recessive,nonsense
3526,5,dominant,missense
3527,12,dominant,silent
3528,10,recessive,frameshift
3529,13,recessive,synonymous
3530,4,recessive,synonymous
3531,6,dominant,nonsense
3532,7,recessive,frameshift
3533,21,recessive,nonsense
3534,14,dominant,silent
3535,4,dominant,missense
3536,9,dominant,nonsense
3537,7,dominant,nonsense
3538,15,recessive,synonymous
3539,3,recessive,synonymous
3540,16,recessive,frameshift
3541,8,recessive,synonymous
3542,11,dominant,silent
3543,2,dominant,synonymous
3544,22,recessive,missense
3545,6,dominant,synonymous
3546,4,dominant,missense
3547,22,dominant,nonsense
3548,19,dominant,nonsense
3549,12,dominant,missense
3550,1,recessive,frameshift
3551,3,dominant,missense
3552,14,dominant,nonsense
3553,8,dominant,synonymous
3554,9,recessive,missense
3555,19,dominant,nonsense
3556,17,recessive,frameshift
3557,13,dominant,missense
3558,15,dominant,silent
3559,12,dominant,frameshift
3560,19,dominant,nonsense
3561,20,recessive,missense
3562,13,dominant,nonsense
3563,16,dominant,nonsense
3564,21,dominant,silent
3565,15,recessive,missense
3566,13,dominant,frameshift
3567,3,recessive,missense
3568,20,dominant,synonymous
3569,22,dominant,silent
3570,15,recessive,missense
3571,10,recessive,frameshift
3572,20,recessive,silent
3573,12,recessive,synonymous
3574,1,recessive,frameshift
3575,21,recessive,nonsense
3576,4,recessive,silent
3577,7,recessive,missense
3578,2,recessive,nonsense
3579,19,recessive,missense
3580,15,dominant,synonymous
3581,6,recessive,silent
3582,15,dominant,synonymous
3583,17,recessive,nonsense
3584,15,recessive,silent
3585,1,dominant,missense
3586,6,recessive,missense
3587,20,recessive,synonymous
3588,15,recessive,synonymous
3589,14,recessive,synonymous
3590,14,recessive,missense
3591,13,dominant,silent
3592,3,dominant,missense
3593,7,dominant,synonymous
3594,14,dominant,silent
3595,20,recessive,synonymous
3596,5,dominant,nonsense
3597,17,recessive,missense
3598,15,dominant,synonymous
3599,16,recessive,synonymous
3600,13,dominant,missense
3601,2,recessive,frameshift
3602,6,recessive,missense
3603,3,dominant,synonymous
3604,10,dominant,missense
3605,8,dominant,frameshift
3606,17,recessive,frameshift
3607,2,recessive,synonymous
3608,2,dominant,silent
3609,5,dominant,frameshift
3610,8,dominant,nonsense
3611,9,recessive,frameshift
3612,18,dominant,synonymous
3613,1,recessive,missense
3614,21,recessive,nonsense
3615,17,recessive,silent
3616,6,dominant,synonymous
3617,1,recessive,nonsense
3618,16,recessive,frameshift
3619,14,dominant,nonsense
3620,5,recessive,missense
3621,1,recessive,silent
3622,12,recessive,frameshift
3623,13,dominant,missense
3624,18,dominant,nonsense
3625,14,dominant,nonsense
3626,16,recessive,missense
3627,2,dominant,missense
3628,17,dominant,frameshift
3629,1,recessive,frameshift
3630,12,dominant,missense
3631,17,recessive,synonymous
3632,3,dominant,nonsense
3633,17,recessive,missense
3634,7,recessive,nonsense
3635,7,dominant,frameshift
3636,2,dominant,missense
3637,10,recessive,frameshift
3638,10,recessive,frameshift
3639,12,dominant,missense
3640,14,dominant,missense
3641,3,dominant,synonymous
3642,7,dominant,silent
3643,8,recessive,frameshift
3644,9,dominant,nonsense
3645,22,recessive,frameshift
3646,10,recessive,nonsense
3647,20,recessive,frameshift
3648,22,dominant,silent
3649,3,dominant,silent
3650,15,dominant,nonsense
3651,20,dominant,nonsense
3652,9,recessive,frameshift
3653,10,dominant,missense
3654,18,dominant,frameshift
3655,16,dominant,nonsense
3656,12,recessive,nonsense
3657,10,dominant,silent
3658,9,recessive,nonsense
3659,13,recessive,silent
3660,7,dominant,nonsense
3661,14,dominant,nonsense
3662,20,recessive,frameshift
3663,2,dominant,frameshift
3664,1,recessive,missense
3665,10,recessive,nonsense
3666,10,dominant,nonsense
3667,14,dominant,missense
3668,19,dominant,missense
3669,3,dominant,silent
3670,20,dominant,nonsense
3671,19,dominant,silent
3672,12,dominant,silent
3673,4,dominant,silent
3674,5,dominant,silent
3675,19,dominant,silent
3676,9,dominant,synonymous
3677,11,recessive,nonsense
3678,19,dominant,missense
3679,17,dominant,synonymous
3680,21,dominant,missense
3681,5,dominant,frameshift
3682,4,dominant,frameshift
3683,1,dominant,silent
3684,19,recessive,missense
3685,8,dominant,frameshift
3686,7,recessive,silent
3687,16,recessive,missense
3688,6,recessive,frameshift
3689,6,recessive,silent
3690,5,recessive,missense
3691,17,recessive,silent
3692,11,recessive,frameshift
3693,8,dominant,missense
3694,5,recessive,missense
3695,3,dominant,frameshift
3696,6,dominant,frameshift
3697,20,dominant,nonsense
3698,11,recessive,nonsense
3699,12,recessive,nonsense
3700,1,recessive,silent
3701,12,recessive,silent
3702,18,recessive,nonsense
3703,20,recessive,silent
3704,19,dominant,nonsense
3705,22,dominant,silent
3706,8,dominant,silent
3707,15,dominant,synonymous
3708,12,dominant,synonymous
3709,14,recessive,frameshift
3710,6,dominant,synonymous
3711,10,dominant,synonymous
3712,12,dominant,frameshift
3713,9,dominant,synonymous
3714,1,recessive,missense
3715,22,recessive,synonymous
3716,14,dominant,missense
3717,9,recessive,nonsense
3718,16,recessive,frameshift
3719,17,dominant,missense
3720,7,dominant,silent
3721,8,dominant,silent
3722,5,recessive,frameshift
3723,9,dominant,missense
3724,2,recessive,nonsense
3725,3,dominant,silent
3726,1,dominant,nonsense
3727,8,dominant,missense
3728,1,recessive,frameshift
3729,13,dominant,silent
3730,20,dominant,synonymous
3731,2,dominant,silent
3732,6,recessive,synonymous
3733,18,recessive,missense
3734,9,dominant,frameshift
3735,7,recessive,frameshift
3736,10,dominant,silent
3737,2,dominant,silent
3738,20,recessive,silent
3739,18,dominant,frameshift
3740,21,dominant,silent
3741,12,dominant,missense
3742,19,recessive,frameshift
3743,12,recessive,synonymous
3744,11,recessive,silent
3745,20,recessive,missense
3746,14,recessive,synonymous
3747,7,dominant,frameshift
3748,14,dominant,missense
3749,14,dominant,nonsense
3750,15,recessive,frameshift
3751,16,dominant,synonymous
3752,13,recessive,synonymous
3753,10,dominant,frameshift
3754,9,dominant,frameshift
3755,9,dominant,nonsense
3756,16,recessive,frameshift
3757,12,dominant,frameshift
3758,18,dominant,missense
3759,5,recessive,missense
3760,6,recessive,frameshift
3761,9,recessive,missense
3762,7,dominant,synonymous
3763,3,recessive,nonsense
3764,4,dominant,synonymous
3765,11,dominant,nonsense
3766,8,dominant,nonsense
3767,15,dominant,missense
3768,14,recessive,frameshift
3769,3,dominant,frameshift
3770,1,dominant,missense
3771,20,recessive,synonymous
3772,14,recessive,nonsense
3773,9,recessive,nonsense
3774,16,dominant,missense
3775,3,dominant,frameshift
3776,18,recessive,silent
3777,2,recessive,frameshift
3778,19,dominant,nonsense
3779,2,dominant,missense
3780,13,dominant,silent
3781,22,dominant,synonymous
3782,17,dominant,nonsense
3783,19,dominant,missense
3784,20,recessive,nonsense
3785,2,recessive,nonsense
3786,13,recessive,synonymous
3787,5,recessive,nonsense
3788,17,recessive,missense
3789,16,dominant,synonymous
3790,14,dominant,synonymous
3791,2,recessive,frameshift
3792,1,dominant,nonsense
3793,8,recessive,synonymous
3794,22,dominant,missense
3795,16,dominant,nonsense
3796,15,dominant,nonsense
3797,20,recessive,synonymous
3798,20,dominant,nonsense
3799,7,recessive,silent
3800,10,dominant,missense
3801,5,recessive,nonsense
3802,16,recessive,frameshift
3803,22,recessive,frameshift
3804,9,dominant,synonymous
3805,9,recessive,silent
3806,5,recessive,missense
3807,3,recessive,frameshift
3808,9,dominant,nonsense
3809,11,recessive,silent
3810,10,recessive,missense
3811,4,recessive,synonymous
3812,5,recessive,synonymous
3813,13,recessive,synonymous
3814,9,recessive,frameshift
3815,19,recessive,synonymous
3816,22,recessive,frameshift
3817,13,recessive,silent
3818,22,recessive,nonsense
3819,21,recessive,missense
3820,5,recessive,frameshift
3821,3,dominant,nonsense
3822,8,dominant,synonymous
3823,1,dominant,silent
3824,20,recessive,synonymous
3825,3,dominant,missense
3826,3,dominant,synonymous
3827,22,recessive,synonymous
3828,4,recessive,nonsense
3829,17,recessive,frameshift
3830,14,recessive,silent
3831,22,recessive,missense
3832,3,dominant,synonymous
3833,13,recessive,silent
3834,7,dominant,silent
3835,8,dominant,nonsense
3836,19,dominant,nonsense
3837,16,dominant,frameshift
3838,5,recessive,synonymous
3839,4,dominant,silent
3840,5,recessive,nonsense
3841,15,dominant,silent
3842,8,recessive,silent
3843,4,recessive,frameshift
3844,10,recessive,silent
3845,15,recessive,frameshift
3846,6,recessive,synonymous
3847,8,dominant,frameshift
3848,15,dominant,synonymous
3849,1,recessive,frameshift
3850,22,dominant,missense
3851,18,recessive,frameshift
3852,7,dominant,silent
3853,18,dominant,missense
3854,8,recessive,synonymous
3855,18,recessive,frameshift
3856,22,dominant,silent
3857,5,recessive,synonymous
3858,20,dominant,nonsense
3859,1,recessive,synonymous
3860,4,recessive,nonsense
3861,7,dominant,nonsense
3862,3,dominant,frameshift
3863,16,dominant,silent
3864,1,dominant,missense
3865,22,dominant,frameshift
3866,3,recessive,silent
3867,16,recessive,missense
3868,20,recessive,silent
3869,2,recessive,silent
3870,1,dominant,nonsense
3871,22,recessive,frameshift
3872,10,dominant,silent
3873,15,dominant,silent
3874,16,recessive,silent
3875,15,recessive,frameshift
3876,18,recessive,frameshift
3877,14,recessive,frameshift
3878,6,recessive,missense
3879,21,dominant,silent
3880,2,recessive,silent
3881,13,recessive,synonymous
3882,18,dominant,nonsense
3883,22,recessive,silent
3884,3,recessive,silent
3885,22,dominant,frameshift
3886,19,dominant,missense
3887,7,dominant,silent
3888,3,recessive,silent
3889,18,dominant,nonsense
3890,16,recessive,missense
3891,12,dominant,nonsense
3892,21,recessive,synonymous
3893,9,dominant,missense
3894,3,dominant,frameshift
3895,10,recessive,nonsense
3896,14,recessive,frameshift
3897,3,recessive,nonsense
3898,10,dominant,frameshift
3899,10,recessive,silent
3900,1,recessive,frameshift
3901,21,recessive,frameshift
3902,1,recessive,missense
3903,10,dominant,nonsense
3904,22,dominant,synonymous
3905,2,recessive,nonsense
3906,7,dominant,synonymous
3907,18,dominant,frameshift
3908,19,recessive,silent
3909,12,dominant,missense
3910,16,dominant,silent
3911,21,dominant,synonymous
3912,17,recessive,missense
3913,22,recessive,missense
3914,1,recessive,nonsense
3915,16,recessive,missense
3916,15,recessive,silent
3917,18,dominant,frameshift
3918,20,dominant,nonsense
3919,2,dominant,missense
3920,15,recessive,synonymous
3921,22,dominant,frameshift
3922,22,dominant,silent
3923,16,dominant,nonsense
3924,7,dominant,missense
3925,12,dominant,frameshift
3926,1,dominant,silent
3927,12,recessive,silent
3928,20,recessive,nonsense
3929,20,recessive,nonsense
3930,11,dominant,silent
3931,16,dominant,synonymous
3932,8,dominant,frameshift
3933,22,recessive,frameshift
3934,14,dominant,missense
3935,8,recessive,synonymous
3936,13,recessive,synonymous
3937,2,dominant,missense
3938,12,recessive,synonymous
3939,11,dominant,silent
3940,17,dominant,silent
3941,2,dominant,synonymous
3942,9,recessive,synonymous
3943,22,recessive,missense
3944,7,recessive,frameshift
3945,20,dominant,nonsense
3946,11,recessive,silent
3947,16,dominant,missense
3948,18,recessive,frameshift
3949,14,recessive,nonsense
3950,12,recessive,missense
3951,7,dominant,missense
3952,16,recessive,silent
3953,11,recessive,frameshift
3954,11,dominant,nonsense
3955,11,recessive,missense
3956,19,dominant,nonsense
3957,10,dominant,nonsense
3958,12,dominant,missense
3959,3,dominant,frameshift
3960,14,dominant,silent
3961,22,recessive,synonymous
3962,2,dominant,missense
3963,4,dominant,frameshift
3964,16,recessive,frameshift
3965,18,recessive,nonsense
3966,5,dominant,synonymous
3967,9,recessive,frameshift
3968,5,dominant,silent
3969,14,recessive,synonymous
3970,4,dominant,frameshift
3971,21,recessive,missense
3972,1,dominant,silent
3973,11,dominant,missense
3974,13,dominant,silent
3975,3,dominant,silent
3976,20,dominant,missense
3977,16,recessive,silent
3978,12,dominant,silent
3979,8,dominant,synonymous
3980,7,dominant,missense
3981,3,dominant,nonsense
3982,3,recessive,frameshift
3983,15,recessive,missense
3984,13,recessive,frameshift
3985,13,recessive,silent
3986,9,recessive,synonymous
3987,7,recessive,silent
3988,8,recessive,missense
3989,14,recessive,missense
3990,13,dominant,synonymous
3991,16,recessive,nonsense
3992,2,recessive,synonymous
3993,3,recessive,silent
3994,16,recessive,synonymous
3995,21,recessive,nonsense
3996,10,dominant,frameshift
3997,7,recessive,silent
3998,13,recessive,silent
3999,6,dominant,missense
4000,10,recessive,frameshift
4001,15,dominant,silent
4002,12,dominant,missense
4003,17,recessive,synonymous
4004,9,dominant,silent
4005,21,recessive,missense
4006,10,dominant,nonsense
4007,7,recessive,frameshift
4008,1,recessive,nonsense
4009,10,dominant,synonymous
4010,8,dominant,silent
4011,12,dominant,silent
4012,15,recessive,frameshift
4013,21,recessive,missense
4014,13,dominant,silent
4015,17,dominant,frameshift
4016,7,recessive,missense
4017,21,dominant,frameshift
4018,3,dominant,silent
4019,9,recessive,frameshift
4020,11,dominant,silent
4021,9,dominant,synonymous
4022,1,recessive,silent
4023,14,recessive,missense
4024,3,dominant,frameshift
4025,8,recessive,synonymous
4026,17,recessive,missense
4027,18,dominant,missense
4028,19,dominant,frameshift
4029,16,dominant,missense
4030,12,dominant,missense
4031,14,dominant,missense
4032,1,recessive,nonsense
4033,20,recessive,nonsense
4034,11,recessive,missense
4035,19,recessive,missense
4036,18,dominant,silent
4037,19,recessive,nonsense
4038,17,recessive,silent
4039,2,dominant,silent
4040,13,recessive,silent
4041,2,dominant,nonsense
4042,21,dominant,silent
4043,6,recessive,synonymous
4044,7,dominant,nonsense
4045,16,recessive,missense
4046,7,dominant,synonymous
4047,4,dominant,nonsense
4048,7,recessive,missense
4049,1,dominant,missense
4050,19,dominant,synonymous
4051,7,dominant,frameshift
4052,19,dominant,synonymous
4053,10,dominant,frameshift
4054,3,recessive,silent
4055,8,recessive,nonsense
4056,3,recessive,nonsense
4057,12,recessive,nonsense
4058,12,dominant,synonymous
4059,10,dominant,frameshift
4060,5,recessive,nonsense
4061,16,recessive,frameshift
4062,17,recessive,missense
4063,13,recessive,frameshift
4064,15,dominant,frameshift
4065,10,recessive,silent
4066,10,recessive,synonymous
4067,4,recessive,synonymous
4068,10,recessive,missense
4069,7,dominant,nonsense
4070,8,recessive,frameshift
4071,17,dominant,missense
4072,21,recessive,synonymous
4073,12,dominant,silent
4074,2,dominant,frameshift
4075,17,recessive,missense
4076,17,recessive,frameshift
4077,4,recessive,nonsense
4078,17,dominant,missense
4079,17,dominant,synonymous
4080,15,recessive,silent
4081,6,dominant,synonymous
4082,17,dominant,missense
4083,13,dominant,missense
4084,22,recessive,nonsense
4085,19,dominant,synonymous
4086,22,recessive,missense
4087,6,dominant,missense
4088,5,dominant,synonymous
4089,22,recessive,silent
4090,1,recessive,synonymous
4091,22,recessive,nonsense
4092,9,dominant,missense
4093,20,recessive,nonsense
4094,15,dominant,silent
4095,8,recessive,frameshift
4096,22,recessive,synonymous
4097,13,recessive,frameshift
4098,20,recessive,missense
4099,19,dominant,synonymous
4100,2,recessive,synonymous
4101,15,recessive,silent
4102,22,recessive,missense
4103,19,dominant,nonsense
4104,18,recessive,missense
4105,9,dominant,silent
4106,13,recessive,frameshift
4107,15,recessive,synonymous
4108,9,dominant,synonymous
4109,4,recessive,nonsense
4110,19,dominant,nonsense
4111,11,recessive,frameshift
4112,8,recessive,nonsense
4113,5,recessive,missense
4114,10,dominant,nonsense
4115,4,recessive,nonsense
4116,5,dominant,frameshift
4117,13,recessive,frameshift
4118,17,recessive,nonsense
4119,22,recessive,nonsense
4120,2,recessive,missense
4121,7,recessive,frameshift
4122,1,recessive,nonsense
4123,6,recessive,frameshift
4124,19,recessive,silent
4125,20,dominant,frameshift
4126,9,recessive,silent
4127,3,dominant,silent
4128,11,recessive,missense
4129,11,recessive,silent
4130,17,recessive,silent
4131,6,recessive,nonsense
4132,22,recessive,silent
4133,2,recessive,silent
4134,16,dominant,silent
4135,12,dominant,frameshift
4136,16,recessive,missense
4137,22,recessive,silent
4138,17,recessive,nonsense
4139,15,recessive,silent
4140,19,dominant,nonsense
4141,3,recessive,nonsense
4142,5,dominant,frameshift
4143,4,dominant,silent
4144,1,recessive,frameshift
4145,2,recessive,nonsense
4146,14,dominant,silent
4147,7,recessive,synonymous
4148,15,dominant,missense
4149,4,dominant,nonsense
4150,8,recessive,nonsense
4151,17,recessive,missense
4152,8,recessive,nonsense
4153,16,dominant,nonsense
4154,15,dominant,missense
4155,4,recessive,frameshift
4156,5,recessive,synonymous
4157,12,dominant,missense
4158,2,recessive,silent
4159,8,recessive,nonsense
4160,11,recessive,frameshift
4161,1,dominant,nonsense
4162,8,dominant,silent
4163,16,dominant,frameshift
4164,21,recessive,silent
4165,22,dominant,frameshift
4166,2,dominant,nonsense
4167,14,dominant,silent
4168,13,recessive,synonymous
4169,8,dominant,silent
4170,12,dominant,nonsense
4171,20,dominant,nonsense
4172,11,recessive,missense
4173,8,dominant,missense
4174,19,recessive,nonsense
4175,22,dominant,silent
4176,5,dominant,missense
4177,13,recessive,silent
4178,18,dominant,synonymous
4179,20,dominant,missense
4180,20,dominant,frameshift
4181,11,recessive,synonymous
4182,7,recessive,nonsense
4183,14,dominant,frameshift
4184,15,dominant,missense
4185,15,recessive,synonymous
4186,8,dominant,missense
4187,16,recessive,synonymous
4188,21,recessive,nonsense
4189,1,recessive,frameshift
4190,5,dominant,synonymous
4191,10,dominant,missense
4192,18,recessive,frameshift
4193,19,recessive,silent
4194,12,recessive,frameshift
4195,9,dominant,synonymous
4196,18,dominant,synonymous
4197,13,dominant,nonsense
4198,20,recessive,synonymous
4199,5,recessive,silent
4200,2,recessive,missense
4201,16,dominant,synonymous
4202,10,dominant,silent
4203,12,dominant,synonymous
4204,14,dominant,silent
4205,4,dominant,missense
4206,2,recessive,nonsense
4207,5,dominant,synonymous
4208,12,dominant,silent
4209,8,dominant,nonsense
4210,12,recessive,frameshift
4211,10,recessive,synonymous
4212,22,dominant,synonymous
4213,10,recessive,missense
4214,3,recessive,synonymous
4215,5,dominant,nonsense
4216,10,dominant,frameshift
4217,2,dominant,synonymous
4218,8,recessive,synonymous
4219,22,recessive,nonsense
4220,5,recessive,nonsense
4221,7,recessive,frameshift
4222,2,recessive,missense
4223,18,dominant,frameshift
4224,4,dominant,silent
4225,5,dominant,synonymous
4226,11,dominant,silent
4227,17,dominant,synonymous
4228,4,dominant,silent
4229,21,recessive,missense
4230,11,recessive,synonymous
4231,8,dominant,frameshift
4232,7,dominant,nonsense
4233,4,recessive,missense
4234,17,recessive,frameshift
4235,13,recessive,synonymous
4236,11,dominant,nonsense
4237,8,recessive,synonymous
4238,4,recessive,missense
4239,2,dominant,synonymous
4240,11,dominant,nonsense
4241,17,recessive,frameshift
4242,12,recessive,missense
4243,9,recessive,synonymous
4244,17,recessive,synonymous
4245,8,dominant,silent
4246,12,recessive,frameshift
4247,16,recessive,synonymous
4248,10,recessive,missense
4249,2,dominant,frameshift
4250,2,recessive,missense
4251,12,dominant,missense
4252,1,recessive,nonsense
4253,17,dominant,synonymous
4254,19,recessive,synonymous
4255,13,dominant,nonsense
4256,3,recessive,missense
4257,13,recessive,frameshift
4258,17,dominant,frameshift
4259,9,recessive,nonsense
4260,22,dominant,frameshift
4261,15,dominant,frameshift
4262,20,dominant,frameshift
4263,5,recessive,silent
4264,20,recessive,nonsense
4265,5,dominant,synonymous
4266,14,dominant,silent
4267,17,dominant,frameshift
4268,14,recessive,frameshift
4269,19,dominant,nonsense
4270,12,dominant,missense
4271,8,recessive,frameshift
4272,13,recessive,silent
4273,6,dominant,frameshift
4274,8,dominant,missense
4275,2,recessive,frameshift
4276,18,recessive,frameshift
4277,4,dominant,nonsense
4278,20,dominant,silent
4279,15,dominant,silent
4280,21,dominant,missense
4281,18,recessive,missense
4282,7,recessive,synonymous
4283,1,recessive,synonymous
4284,9,dominant,silent
4285,16,recessive,silent
4286,20,dominant,synonymous
4287,5,dominant,missense
4288,12,dominant,frameshift
4289,15,dominant,frameshift
4290,4,recessive,nonsense
4291,11,dominant,synonymous
4292,1,recessive,synonymous
4293,16,dominant,nonsense
4294,11,recessive,missense
4295,13,recessive,frameshift
4296,5,dominant,frameshift
4297,2,recessive,nonsense
4298,14,recessive,frameshift
4299,6,dominant,missense
4300,19,recessive,synonymous
4301,17,dominant,silent
4302,22,recessive,nonsense
4303,7,recessive,frameshift
4304,19,recessive,nonsense
4305,4,dominant,synonymous
